ibge_id,uf,name,capital,lon,lat,no_accents,alternative_names,microregion,mesoregion
1100015,22,Alta Floresta D'Oeste,,-61.9998238963,-11.9355403048,Alta Floresta D'Oeste,,Cacoal,Leste Rondoniense
1100023,22,Ariquemes,,-63.033269278,-9.9084628666,Ariquemes,,Ariquemes,Leste Rondoniense
1100031,22,Cabixi,,-60.5443135812,-13.4997634597,Cabixi,,Colorado do Oeste,Leste Rondoniense
1100049,22,Cacoal,,-61.4429442118,-11.4338650287,Cacoal,,Cacoal,Leste Rondoniense
1100056,22,Cerejeiras,,-60.8184261647,-13.195033032,Cerejeiras,,Colorado do Oeste,Leste Rondoniense
1100064,22,Colorado do Oeste,,-60.5550674631,-13.1305638415,Colorado do Oeste,,Colorado do Oeste,Leste Rondoniense
1100072,22,Corumbiara,,-60.9487011707,-12.9975202365,Corumbiara,,Colorado do Oeste,Leste Rondoniense
1100080,22,Costa Marques,,-64.2316539391,-12.4360138777,Costa Marques,,Guajará-Mirim,Madeira-Guaporé
1100098,22,Espigão D'Oeste,,-61.0201731133,-11.5285546333,Espigao D'Oeste,,Cacoal,Leste Rondoniense
1100106,22,Guajará-Mirim,,-65.3239518197,-10.7738837407,Guajara-Mirim,,Guajará-Mirim,Madeira-Guaporé
1100114,22,Jaru,,-62.4762307081,-10.4359487679,Jaru,,Ji-Paraná,Leste Rondoniense
1100122,22,Ji-Paraná,,-61.9450945827,-10.8820513183,Ji-Parana,,Ji-Paraná,Leste Rondoniense
1100130,22,Machadinho D'Oeste,,-61.9995925724,-9.42556248,Machadinho D'Oeste,,Ariquemes,Leste Rondoniense
1100148,22,Nova Brasilândia D'Oeste,,-62.308230163,-11.7213254139,Nova Brasilandia D'Oeste,,Alvorada D'oeste,Leste Rondoniense
1100155,22,Ouro Preto do Oeste,,-62.2610551904,-10.7235739008,Ouro Preto do Oeste,,Ji-Paraná,Leste Rondoniense
1100189,22,Pimenta Bueno,,-61.1836656736,-11.67753699,Pimenta Bueno,,Vilhena,Leste Rondoniense
1100205,22,Porto Velho,true,-63.8314456544,-8.76889179,Porto Velho,,Porto Velho,Madeira-Guaporé
1100254,22,Presidente Médici,,-61.9094386835,-11.1732050162,Presidente Medici,,Ji-Paraná,Leste Rondoniense
1100262,22,Rio Crespo,,-62.900010366,-9.7055367097,Rio Crespo,,Ariquemes,Leste Rondoniense
1100288,22,Rolim de Moura,,-61.7857809352,-11.7222589134,Rolim de Moura,,Cacoal,Leste Rondoniense
1100296,22,Santa Luzia D'Oeste,,-61.7733054631,-11.9084233325,Santa Luzia D'Oeste,,Cacoal,Leste Rondoniense
1100304,22,Vilhena,,-60.1385838661,-12.7413734718,Vilhena,,Vilhena,Leste Rondoniense
1100320,22,São Miguel do Guaporé,,-62.7200634814,-11.6994897438,Sao Miguel do Guapore,,Alvorada D'oeste,Leste Rondoniense
1100338,22,Nova Mamoré,,-65.3291490231,-10.4117712947,Nova Mamore,,Porto Velho,Madeira-Guaporé
1100346,22,Alvorada D'Oeste,,-62.2772748657,-11.3441300234,Alvorada D'Oeste,,Alvorada D'oeste,Leste Rondoniense
1100379,22,Alto Alegre dos Parecis,,-61.8530771686,-12.1317772246,Alto Alegre dos Parecis,,Cacoal,Leste Rondoniense
1100403,22,Alto Paraíso,,-63.3176294335,-9.7166667381,Alto Paraiso,,Ariquemes,Leste Rondoniense
1100452,22,Buritis,,-63.8296787918,-10.2098054072,Buritis,,Porto Velho,Madeira-Guaporé
1100502,22,Novo Horizonte do Oeste,,-61.9943876628,-11.70974292,Novo Horizonte do Oeste,,Cacoal,Leste Rondoniense
1100601,22,Cacaulândia,,-62.9031899346,-10.3388728394,Cacaulandia,,Ariquemes,Leste Rondoniense
1100700,22,Campo Novo de Rondônia,,-63.6249914265,-10.5684164693,Campo Novo de Rondonia,,Porto Velho,Madeira-Guaporé
1100809,22,Candeias do Jamari,,-63.7000200718,-8.7850207035,Candeias do Jamari,,Porto Velho,Madeira-Guaporé
1100908,22,Castanheiras,,-61.9491611965,-11.4268422255,Castanheiras,,Cacoal,Leste Rondoniense
1100924,22,Chupinguaia,,-60.90184775,-12.5568407611,Chupinguaia,,Vilhena,Leste Rondoniense
1100940,22,Cujubim,,-62.5871745319,-9.3781933991,Cujubim,,Porto Velho,Madeira-Guaporé
1101005,22,Governador Jorge Teixeira,,-62.7404576395,-10.6120717726,Governador Jorge Teixeira,,Ji-Paraná,Leste Rondoniense
1101104,22,Itapuã do Oeste,,-63.1823370165,-9.1918716753,Itapua do Oeste,,Porto Velho,Madeira-Guaporé
1101203,22,Ministro Andreazza,,-61.5189219301,-11.1962379842,Ministro Andreazza,,Cacoal,Leste Rondoniense
1101302,22,Mirante da Serra,,-62.6694270953,-11.0456092899,Mirante da Serra,,Ji-Paraná,Leste Rondoniense
1101401,22,Monte Negro,,-63.2955591672,-10.2630977559,Monte Negro,,Ariquemes,Leste Rondoniense
1101435,22,Nova União,,-62.5550893989,-10.9155320417,Nova Uniao,,Ji-Paraná,Leste Rondoniense
1101450,22,Parecis,,-61.5979979727,-12.1798270507,Parecis,,Vilhena,Leste Rondoniense
1101468,22,Pimenteiras do Oeste,,-61.0443790025,-13.4765620025,Pimenteiras do Oeste,,Colorado do Oeste,Leste Rondoniense
1101476,22,Primavera de Rondônia,,-61.3165462429,-11.8257069542,Primavera de Rondonia,,Vilhena,Leste Rondoniense
1101484,22,São Felipe D'Oeste,,-61.5125081133,-11.9143893547,Sao Felipe D'Oeste,,Vilhena,Leste Rondoniense
1101492,22,São Francisco do Guaporé,,-63.5708647108,-12.0637984122,Sao Francisco do Guapore,,Guajará-Mirim,Madeira-Guaporé
1101500,22,Seringueiras,,-63.0387609977,-11.7671166356,Seringueiras,,Alvorada D'oeste,Leste Rondoniense
1101559,22,Teixeirópolis,,-62.255922254,-10.932169286,Teixeiropolis,,Ji-Paraná,Leste Rondoniense
1101609,22,Theobroma,,-62.3451455299,-10.248730552,Theobroma,,Ji-Paraná,Leste Rondoniense
1101708,22,Urupá,,-62.3706324538,-11.1285452757,Urupa,,Ji-Paraná,Leste Rondoniense
1101757,22,Vale do Anari,,-62.1768234421,-9.8513927081,Vale do Anari,,Ariquemes,Leste Rondoniense
1101807,22,Vale do Paraíso,,-62.1343903568,-10.4310526846,Vale do Paraiso,,Ji-Paraná,Leste Rondoniense
1200013,1,Acrelândia,,-67.05231658,-10.0737938925,Acrelandia,,Rio Branco,Vale do Acre
1200054,1,Assis Brasil,,-69.5634591747,-10.9428656809,Assis Brasil,,Brasiléia,Vale do Acre
1200104,1,Brasiléia,,-68.747943426,-11.0164110191,Brasileia,,Brasiléia,Vale do Acre
1200138,1,Bujari,,-67.9518592792,-9.8200196267,Bujari,,Rio Branco,Vale do Acre
1200179,1,Capixaba,,-67.6735079719,-10.5697677088,Capixaba,,Rio Branco,Vale do Acre
1200203,1,Cruzeiro do Sul,,-72.6725313174,-7.630690005,Cruzeiro do Sul,,Cruzeiro do Sul,Vale do Juruá
1200252,1,Epitaciolândia,,-68.7448680667,-11.028239828,Epitaciolandia,,Brasiléia,Vale do Acre
1200302,1,Feijó,,-70.3539836082,-8.16024753,Feijo,,Tarauacá,Vale do Juruá
1200328,1,Jordão,,-71.9508751248,-9.1933578598,Jordao,,Tarauacá,Vale do Juruá
1200336,1,Mâncio Lima,,-72.9165010261,-7.5932225939,Mancio Lima,,Cruzeiro do Sul,Vale do Juruá
1200344,1,Manoel Urbano,,-69.2599445775,-8.8363177369,Manoel Urbano,,Sena Madureira,Vale do Acre
1200351,1,Marechal Thaumaturgo,,-72.7902659087,-8.9535911232,Marechal Thaumaturgo,,Cruzeiro do Sul,Vale do Juruá
1200385,1,Plácido de Castro,,-67.1882600862,-10.3351332827,Placido de Castro,,Rio Branco,Vale do Acre
1200393,1,Porto Walter,,-72.7423339648,-8.2666663628,Porto Walter,,Cruzeiro do Sul,Vale do Juruá
1200401,1,Rio Branco,true,-67.8105287004,-9.9782987527,Rio Branco,,Rio Branco,Vale do Acre
1200427,1,Rodrigues Alves,,-72.6478549142,-7.7336020337,Rodrigues Alves,,Cruzeiro do Sul,Vale do Juruá
1200435,1,Santa Rosa do Purus,,-70.4864968938,-9.4434065374,Santa Rosa do Purus,,Sena Madureira,Vale do Acre
1200450,1,Senador Guiomard,,-67.74317236,-10.1481735862,Senador Guiomard,,Rio Branco,Vale do Acre
1200500,1,Sena Madureira,,-68.6556840617,-9.065339505,Sena Madureira,,Sena Madureira,Vale do Acre
1200609,1,Tarauacá,,-70.7555010629,-8.1556685918,Tarauaca,,Tarauacá,Vale do Juruá
1200708,1,Xapuri,,-68.506294805,-10.6520719403,Xapuri,,Brasiléia,Vale do Acre
1200807,1,Porto Acre,,-67.5405900835,-9.6008582312,Porto Acre,,Rio Branco,Vale do Acre
1300029,4,Alvarães,,-64.8135346776,-3.2165837691,Alvaraes,,Tefé,Centro Amazonense
1300060,4,Amaturá,,-68.2096146409,-3.3668051875,Amatura,,Alto Solimões,Sudoeste Amazonense
1300086,4,Anamã,,-61.4059034798,-3.5763704269,Anama,,Coari,Centro Amazonense
1300102,4,Anori,,-61.6589553829,-3.7453855861,Anori,,Coari,Centro Amazonense
1300144,4,Apuí,,-59.8856661047,-7.1978701516,Apui,,Madeira,Sul Amazonense
1300201,4,Atalaia do Norte,,-70.1879892845,-4.3661574897,Atalaia do Norte,,Alto Solimões,Sudoeste Amazonense
1300300,4,Autazes,,-59.1335670918,-3.5786636418,Autazes,,Manaus,Centro Amazonense
1300409,4,Barcelos,,-62.9256696581,-0.9728010525,Barcelos,,Rio Negro,Norte Amazonense
1300508,4,Barreirinha,,-57.0677504899,-2.7981498369,Barreirinha,,Parintins,Centro Amazonense
1300607,4,Benjamin Constant,,-70.0273484333,-4.3749890186,Benjamin Constant,,Alto Solimões,Sudoeste Amazonense
1300631,4,Beruri,,-61.3715708917,-3.8945134098,Beruri,,Coari,Centro Amazonense
1300680,4,Boa Vista do Ramos,,-57.5877073465,-2.9717265316,Boa Vista do Ramos,,Parintins,Centro Amazonense
1300706,4,Boca do Acre,,-67.3995777567,-8.7512431961,Boca do Acre,,Boca do Acre,Sul Amazonense
1300805,4,Borba,,-59.5945590195,-4.3906198915,Borba,,Madeira,Sul Amazonense
1300839,4,Caapiranga,,-61.2113341332,-3.3300933919,Caapiranga,,Coari,Centro Amazonense
1300904,4,Canutama,,-64.3942308189,-6.5291060758,Canutama,,Purus,Sul Amazonense
1301001,4,Carauari,,-66.8966352817,-4.8816659042,Carauari,,Juruá,Sudoeste Amazonense
1301100,4,Careiro,,-60.3638098437,-3.82244727,Careiro,,Manaus,Centro Amazonense
1301159,4,Careiro da Várzea,,-59.8263140608,-3.1973965949,Careiro da Varzea,,Manaus,Centro Amazonense
1301209,4,Coari,,-63.1421839841,-4.0842191588,Coari,,Coari,Centro Amazonense
1301308,4,Codajás,,-62.0634296605,-3.8430459327,Codajas,,Coari,Centro Amazonense
1301407,4,Eirunepé,,-69.8662902624,-6.6673525669,Eirunepe,,Juruá,Sudoeste Amazonense
1301506,4,Envira,,-70.030412543,-7.439817544,Envira,,Juruá,Sudoeste Amazonense
1301605,4,Fonte Boa,,-66.0965029898,-2.5122706845,Fonte Boa,,Alto Solimões,Sudoeste Amazonense
1301654,4,Guajará,,-72.5824305383,-7.5477744148,Guajara,,Juruá,Sudoeste Amazonense
1301704,4,Humaitá,,-63.0266980219,-7.5122249506,Humaita,,Madeira,Sul Amazonense
1301803,4,Ipixuna,,-71.6944180603,-7.0509801144,Ipixuna,,Juruá,Sudoeste Amazonense
1301852,4,Iranduba,,-60.1933881661,-3.2810538776,Iranduba,,Manaus,Centro Amazonense
1301902,4,Itacoatiara,,-58.4401754368,-3.1403788039,Itacoatiara,,Itacoatiara,Centro Amazonense
1301951,4,Itamarati,,-68.247917436,-6.4377993486,Itamarati,,Juruá,Sudoeste Amazonense
1302009,4,Itapiranga,,-58.034545884,-2.7418427523,Itapiranga,,Itacoatiara,Centro Amazonense
1302108,4,Japurá,,-66.9969034946,-1.8808448587,Japura,,Japurá,Norte Amazonense
1302207,4,Juruá,,-66.0630419255,-3.4748895989,Jurua,,Juruá,Sudoeste Amazonense
1302306,4,Jutaí,,-66.7713275467,-2.7446464469,Jutai,,Alto Solimões,Sudoeste Amazonense
1302405,4,Lábrea,,-64.7947730275,-7.2619465533,Labrea,,Purus,Sul Amazonense
1302504,4,Manacapuru,,-60.6205894459,-3.2982780355,Manacapuru,,Manaus,Centro Amazonense
1302553,4,Manaquiri,,-60.4588813064,-3.4290796694,Manaquiri,,Manaus,Centro Amazonense
1302603,4,Manaus,true,-60.0233351811,-3.1346914912,Manaus,,Manaus,Centro Amazonense
1302702,4,Manicoré,,-61.2992484089,-5.8132052612,Manicore,,Madeira,Sul Amazonense
1302801,4,Maraã,,-65.5742837032,-1.8664368773,Maraa,,Japurá,Norte Amazonense
1302900,4,Maués,,-57.7150343868,-3.3864279262,Maues,,Parintins,Centro Amazonense
1303007,4,Nhamundá,,-56.7167699133,-2.1889837669,Nhamunda,,Parintins,Centro Amazonense
1303106,4,Nova Olinda do Norte,,-59.093074026,-3.8875928319,Nova Olinda do Norte,,Itacoatiara,Centro Amazonense
1303205,4,Novo Airão,,-60.9488107078,-2.623432459,Novo Airao,,Rio Negro,Norte Amazonense
1303304,4,Novo Aripuanã,,-60.377045669,-5.1226693142,Novo Aripuana,,Madeira,Sul Amazonense
1303403,4,Parintins,,-56.7362921452,-2.6270525858,Parintins,,Parintins,Centro Amazonense
1303502,4,Pauini,,-67.0020974885,-7.7140436443,Pauini,,Boca do Acre,Sul Amazonense
1303536,4,Presidente Figueiredo,,-60.0256468345,-2.0584290852,Presidente Figueiredo,,Rio Preto da Eva,Centro Amazonense
1303569,4,Rio Preto da Eva,,-59.7047380942,-2.6933015416,Rio Preto da Eva,,Rio Preto da Eva,Centro Amazonense
1303601,4,Santa Isabel do Rio Negro,,-65.0200226395,-0.4166948319,Santa Isabel do Rio Negro,,Rio Negro,Norte Amazonense
1303700,4,Santo Antônio do Içá,,-67.9464851439,-3.1074863092,Santo Antonio do Ica,,Alto Solimões,Sudoeste Amazonense
1303809,4,São Gabriel da Cachoeira,,-67.0836428963,-0.1364627881,Sao Gabriel da Cachoeira,,Rio Negro,Norte Amazonense
1303908,4,São Paulo de Olivença,,-68.9448534881,-3.4665096235,Sao Paulo de Olivenca,,Alto Solimões,Sudoeste Amazonense
1303957,4,São Sebastião do Uatumã,,-57.8703463558,-2.5701525797,Sao Sebastiao do Uatuma,,Parintins,Centro Amazonense
1304005,4,Silves,,-58.2148008608,-2.8364274297,Silves,,Itacoatiara,Centro Amazonense
1304062,4,Tabatinga,,-69.9462443752,-4.2318836756,Tabatinga,,Alto Solimões,Sudoeste Amazonense
1304104,4,Tapauá,,-63.1870948672,-5.6242235178,Tapaua,,Purus,Sul Amazonense
1304203,4,Tefé,,-64.7084196633,-3.3483724939,Tefe,,Tefé,Centro Amazonense
1304237,4,Tonantins,,-67.7764822807,-2.8610912498,Tonantins,,Alto Solimões,Sudoeste Amazonense
1304260,4,Uarini,,-65.1553456402,-2.9836092427,Uarini,,Tefé,Centro Amazonense
1304302,4,Urucará,,-57.7598281746,-2.5366116718,Urucara,,Parintins,Centro Amazonense
1304401,4,Urucurituba,,-58.1596410413,-3.1346331156,Urucurituba,,Itacoatiara,Centro Amazonense
1400027,23,Amajari,,-61.4205901727,3.6521184454,Amajari,,Boa Vista,Norte de Roraima
1400050,23,Alto Alegre,,-61.3140223901,2.9938229477,Alto Alegre,,Boa Vista,Norte de Roraima
1400100,23,Boa Vista,true,-60.670532673,2.8166819191,Boa Vista,,Boa Vista,Norte de Roraima
1400159,23,Bonfim,,-59.8780066289,3.3502886191,Bonfim,,Nordeste de Roraima,Norte de Roraima
1400175,23,Cantá,,-60.6020628476,2.6076663984,Canta,,Nordeste de Roraima,Norte de Roraima
1400209,23,Caracaraí,,-61.1491768701,1.8038712473,Caracarai,,Caracaraí,Sul de Roraima
1400233,23,Caroebe,,-59.6948100737,0.8726745072,Caroebe,,Sudeste de Roraima,Sul de Roraima
1400282,23,Iracema,,-61.052258585,2.1682147652,Iracema,,Caracaraí,Sul de Roraima
1400308,23,Mucajaí,,-60.9115185306,2.4797722351,Mucajai,,Caracaraí,Sul de Roraima
1400407,23,Normandia,,-59.6352062836,3.8829782853,Normandia,,Nordeste de Roraima,Norte de Roraima
1400456,23,Pacaraima,,-61.1473063471,4.4752593402,Pacaraima,,Boa Vista,Norte de Roraima
1400472,23,Rorainópolis,,-60.425060494,0.9371953936,Rorainopolis,,Sudeste de Roraima,Sul de Roraima
1400506,23,São João da Baliza,,-59.9060443452,0.9471574275,Sao Joao da Baliza,,Sudeste de Roraima,Sul de Roraima
1400605,23,São Luiz,,-60.0282667742,1.0181116274,Sao Luiz,,Sudeste de Roraima,Sul de Roraima
1400704,23,Uiramutã,,-60.195716148,4.5854403875,Uiramuta,,Nordeste de Roraima,Norte de Roraima
1500107,14,Abaetetuba,,-48.8844038207,-1.7234698628,Abaetetuba,,Cametá,Nordeste Paraense
1500131,14,Abel Figueiredo,,-48.3967621258,-4.9513908955,Abel Figueiredo,,Paragominas,Sudeste Paraense
1500206,14,Acará,,-48.2004564318,-1.9634365,Acara,,Tomé-Açu,Nordeste Paraense
1500305,14,Afuá,,-50.3914275892,-0.1591716938,Afua,,Furos de Breves,Marajó
1500347,14,Água Azul do Norte,,-50.4852745073,-6.8049488674,Agua Azul do Norte,,Parauapebas,Sudeste Paraense
1500404,14,Alenquer,,-54.7408623502,-1.951397505,Alenquer,,Santarém,Baixo Amazonas
1500503,14,Almeirim,,-52.5768350868,-1.5273388028,Almeirim,,Almeirim,Baixo Amazonas
1500602,14,Altamira,,-52.2143763052,-3.20565951,Altamira,,Altamira,Sudoeste Paraense
1500701,14,Anajás,,-49.9450010405,-0.984451394,Anajas,,Furos de Breves,Marajó
1500800,14,Ananindeua,,-48.3720666542,-1.3687135683,Ananindeua,,Belém,Metropolitana de Belém
1500859,14,Anapu,,-51.2016217985,-3.4761046351,Anapu,,Altamira,Sudoeste Paraense
1500909,14,Augusto Corrêa,,-46.6416457857,-1.02292101,Augusto Correa,,Bragantina,Nordeste Paraense
1500958,14,Aurora do Pará,,-47.5561746036,-2.1293760132,Aurora do Para,,Guamá,Nordeste Paraense
1501006,14,Aveiro,,-55.3307343898,-3.6055952593,Aveiro,,Itaituba,Sudoeste Paraense
1501105,14,Bagre,,-50.2219869206,-1.8898080604,Bagre,,Portel,Marajó
1501204,14,Baião,,-49.6727533733,-2.7919618614,Baiao,,Cametá,Nordeste Paraense
1501253,14,Bannach,,-50.4060471215,-7.3510721924,Bannach,,São Félix do Xingu,Sudeste Paraense
1501303,14,Barcarena,,-48.6270728925,-1.505767005,Barcarena,,Belém,Metropolitana de Belém
1501402,14,Belém,true,-48.4878256875,-1.459845,Belem,,Belém,Metropolitana de Belém
1501451,14,Belterra,,-54.9426747393,-2.6490201695,Belterra,,Santarém,Baixo Amazonas
1501501,14,Benevides,,-48.2418364506,-1.361437515,Benevides,,Belém,Metropolitana de Belém
1501576,14,Bom Jesus do Tocantins,,-48.5990399591,-5.0473627043,Bom Jesus do Tocantins,,Paragominas,Sudeste Paraense
1501600,14,Bonito,,-47.3058918169,-1.3674743569,Bonito,,Bragantina,Nordeste Paraense
1501709,14,Bragança,,-46.7657542137,-1.0535239562,Braganca,,Bragantina,Nordeste Paraense
1501725,14,Brasil Novo,,-52.5434411923,-3.297803704,Brasil Novo,,Altamira,Sudoeste Paraense
1501758,14,Brejo Grande do Araguaia,,-48.4057604224,-5.7072961538,Brejo Grande do Araguaia,,Marabá,Sudeste Paraense
1501782,14,Breu Branco,,-49.5698796833,-3.7781354129,Breu Branco,,Tucuruí,Sudeste Paraense
1501808,14,Breves,,-50.480894799,-1.6907365,Breves,,Furos de Breves,Marajó
1501907,14,Bujaru,,-48.0358750144,-1.5139914623,Bujaru,,Castanhal,Metropolitana de Belém
1501956,14,Cachoeira do Piriá,,-46.5473914166,-1.7528970049,Cachoeira do Piria,,Guamá,Nordeste Paraense
1502004,14,Cachoeira do Arari,,-48.9606675774,-1.0087862656,Cachoeira do Arari,,Arari,Marajó
1502103,14,Cametá,,-49.497830169,-2.24683848,Cameta,,Cametá,Nordeste Paraense
1502152,14,Canaã dos Carajás,,-49.8489584319,-6.5321966156,Canaa dos Carajas,,Parauapebas,Sudeste Paraense
1502202,14,Capanema,,-47.1751261231,-1.192441995,Capanema,,Bragantina,Nordeste Paraense
1502301,14,Capitão Poço,,-47.0628253774,-1.7461872932,Capitao Poco,,Guamá,Nordeste Paraense
1502400,14,Castanhal,,-47.9266431419,-1.295756805,Castanhal,,Castanhal,Metropolitana de Belém
1502509,14,Chaves,,-49.9893186051,-0.1624372901,Chaves,,Arari,Marajó
1502608,14,Colares,,-48.2887284319,-0.932091244,Colares,,Salgado,Nordeste Paraense
1502707,14,Conceição do Araguaia,,-49.2645008125,-8.26486353,Conceicao do Araguaia,,Conceição do Araguaia,Sudeste Paraense
1502756,14,Concórdia do Pará,,-47.949886939,-1.9845214628,Concordia do Para,,Tomé-Açu,Nordeste Paraense
1502764,14,Cumaru do Norte,,-50.7715783775,-7.8111065369,Cumaru do Norte,,São Félix do Xingu,Sudeste Paraense
1502772,14,Curionópolis,,-49.602214225,-6.0968199522,Curionopolis,,Parauapebas,Sudeste Paraense
1502806,14,Curralinho,,-49.7915228471,-1.8094234197,Curralinho,,Furos de Breves,Marajó
1502855,14,Curuá,,-55.1196786087,-1.8899287043,Curua,,Santarém,Baixo Amazonas
1502905,14,Curuçá,,-47.8512650859,-0.73249551,Curuca,,Salgado,Nordeste Paraense
1502939,14,Dom Eliseu,,-47.555914886,-4.29077772,Dom Eliseu,,Paragominas,Sudeste Paraense
1502954,14,Eldorado dos Carajás,,-49.3739519422,-6.1035251611,Eldorado dos Carajas,,Parauapebas,Sudeste Paraense
1503002,14,Faro,,-56.7457530173,-2.1729752419,Faro,,Óbidos,Baixo Amazonas
1503044,14,Floresta do Araguaia,,-49.6975784122,-7.5587008724,Floresta do Araguaia,,Conceição do Araguaia,Sudeste Paraense
1503077,14,Garrafão do Norte,,-47.0450460173,-1.9316970431,Garrafao do Norte,,Guamá,Nordeste Paraense
1503093,14,Goianésia do Pará,,-49.1010449237,-3.842468,Goianesia do Para,,Paragominas,Sudeste Paraense
1503101,14,Gurupá,,-51.6436957234,-1.404918,Gurupa,,Portel,Marajó
1503200,14,Igarapé-Açu,,-47.622375492,-1.124322,Igarape-Acu,,Bragantina,Nordeste Paraense
1503309,14,Igarapé-Miri,,-48.9622994689,-1.983116,Igarape-Miri,,Cametá,Nordeste Paraense
1503408,14,Inhangapi,,-47.9133927466,-1.4265819809,Inhangapi,,Castanhal,Metropolitana de Belém
1503457,14,Ipixuna do Pará,,-47.4997175888,-2.5575285,Ipixuna do Para,,Guamá,Nordeste Paraense
1503507,14,Irituia,,-47.4407556128,-1.771474995,Irituia,,Guamá,Nordeste Paraense
1503606,14,Itaituba,,-55.9900488573,-4.26372948,Itaituba,,Itaituba,Sudoeste Paraense
1503705,14,Itupiranga,,-49.3244258613,-5.1288370264,Itupiranga,,Tucuruí,Sudeste Paraense
1503754,14,Jacareacanga,,-57.7663398584,-6.2235517314,Jacareacanga,,Itaituba,Sudoeste Paraense
1503804,14,Jacundá,,-49.1127815626,-4.448405475,Jacunda,,Tucuruí,Sudeste Paraense
1503903,14,Juruti,,-56.0949976884,-2.155252995,Juruti,,Óbidos,Baixo Amazonas
1504000,14,Limoeiro do Ajuru,,-49.3815339012,-1.8919485,Limoeiro do Ajuru,,Cametá,Nordeste Paraense
1504059,14,Mãe do Rio,,-47.5522901795,-2.0477074408,Mae do Rio,,Guamá,Nordeste Paraense
1504109,14,Magalhães Barata,,-47.5991818965,-0.795850156,Magalhaes Barata,,Salgado,Nordeste Paraense
1504208,14,Marabá,,-49.1420253334,-5.3526057631,Maraba,,Marabá,Sudeste Paraense
1504307,14,Maracanã,,-47.4552679594,-0.76241946,Maracana,,Salgado,Nordeste Paraense
1504406,14,Marapanim,,-47.7025487538,-0.7121509963,Marapanim,,Salgado,Nordeste Paraense
1504422,14,Marituba,,-48.3405358778,-1.3464172656,Marituba,,Belém,Metropolitana de Belém
1504455,14,Medicilândia,,-52.8883453507,-3.4454174122,Medicilandia,,Altamira,Sudoeste Paraense
1504505,14,Melgaço,,-50.7174646977,-1.8034466986,Melgaco,,Portel,Marajó
1504604,14,Mocajuba,,-49.5090234613,-2.5828729733,Mocajuba,,Cametá,Nordeste Paraense
1504703,14,Moju,,-48.7671991274,-1.885889,Moju,,Tomé-Açu,Nordeste Paraense
1504752,14,Mojuí dos Campos,,-54.64326888,-2.68245777,Mojui dos Campos,,Santarém,Baixo Amazonas
1504802,14,Monte Alegre,,-54.0733747256,-2.003328,Monte Alegre,,Santarém,Baixo Amazonas
1504901,14,Muaná,,-49.2168324425,-1.5300262084,Muana,,Arari,Marajó
1504950,14,Nova Esperança do Piriá,,-46.9620928837,-2.267625989,Nova Esperanca do Piria,,Guamá,Nordeste Paraense
1504976,14,Nova Ipixuna,,-49.079886938,-4.923086307,Nova Ipixuna,,Tucuruí,Sudeste Paraense
1505007,14,Nova Timboteua,,-47.3932022765,-1.2041436475,Nova Timboteua,,Bragantina,Nordeste Paraense
1505031,14,Novo Progresso,,-55.419870118,-7.0348359133,Novo Progresso,,Itaituba,Sudoeste Paraense
1505064,14,Novo Repartimento,,-49.9486382443,-4.2481485,Novo Repartimento,,Tucuruí,Sudeste Paraense
1505106,14,Óbidos,,-55.5163235097,-1.9092354959,Obidos,,Óbidos,Baixo Amazonas
1505205,14,Oeiras do Pará,,-49.8551061088,-2.004734,Oeiras do Para,,Cametá,Nordeste Paraense
1505304,14,Oriximiná,,-55.8627995152,-1.7637535,Oriximina,,Óbidos,Baixo Amazonas
1505403,14,Ourém,,-47.1176193629,-1.5489471423,Ourem,,Guamá,Nordeste Paraense
1505437,14,Ourilândia do Norte,,-51.0908327747,-6.7406170864,Ourilandia do Norte,,São Félix do Xingu,Sudeste Paraense
1505486,14,Pacajá,,-50.6348408304,-3.8303057038,Pacaja,,Altamira,Sudoeste Paraense
1505494,14,Palestina do Pará,,-48.3217937262,-5.7499341062,Palestina do Para,,Marabá,Sudeste Paraense
1505502,14,Paragominas,,-47.3569615611,-2.9941905,Paragominas,,Paragominas,Sudeste Paraense
1505536,14,Parauapebas,,-49.9007806343,-6.0727298876,Parauapebas,,Parauapebas,Sudeste Paraense
1505551,14,Pau D'Arco,,-50.0482755319,-7.836794404,Pau D'Arco,,Redenção,Sudeste Paraense
1505601,14,Peixe-Boi,,-47.3179270216,-1.1895692408,Peixe-Boi,,Bragantina,Nordeste Paraense
1505635,14,Piçarra,,-48.8684006672,-6.4536762346,Picarra,,Redenção,Sudeste Paraense
1505650,14,Placas,,-54.2169681313,-3.8673155621,Placas,,Santarém,Baixo Amazonas
1505700,14,Ponta de Pedras,,-48.87178556,-1.3965999975,Ponta de Pedras,,Arari,Marajó
1505809,14,Portel,,-50.8224904422,-1.936451,Portel,,Portel,Marajó
1505908,14,Porto de Moz,,-52.242476919,-1.7460900888,Porto de Moz,,Almeirim,Baixo Amazonas
1506005,14,Prainha,,-53.4818139408,-1.8056945,Prainha,,Santarém,Baixo Amazonas
1506104,14,Primavera,,-47.1172512589,-0.9401115159,Primavera,,Bragantina,Nordeste Paraense
1506112,14,Quatipuru,,-47.0067869936,-0.9001158537,Quatipuru,,Bragantina,Nordeste Paraense
1506138,14,Redenção,,-50.0296418255,-8.0276045,Redencao,,Redenção,Sudeste Paraense
1506161,14,Rio Maria,,-50.0464108775,-7.3111152447,Rio Maria,,Redenção,Sudeste Paraense
